"panel","strain","chr","from","to"
"BXD","BXD81LL13333","12",59034908,59056312
"BXD","BXD81LL13333","12",65510649,66150758
"BXD","BXD81LL13333","12",72767859,76050540
"BXD","BXD81LL13333","12",112090087,112093628
"BXD","BXD81LL13333","13",23951433,27129018
"BXD","BXD81LL13333","13",103942556,104592318
"BXD","BXD81LL13333","13",117148106,117178465
"BXD","BXD81LL13333","13",118718868,120073696
"BXD","BXD81LL13333","14",23295090,23322651
"BXD","BXD81LL13333","14",33764829,33772603
"BXD","BXD81LL13333","14",57435763,57536154
"BXD","BXD81LL13333","14",100281952,100305987
"BXD","BXD81LL13333","15",32247123,32416243
"BXD","BXD81LL13333","15",68736283,68940967
"BXD","BXD81LL13333","15",82874791,82931729
"BXD","BXD81LL13333","15",95625377,95642693
"BXD","BXD81LL13333","15",100462523,102123837
"BXD","BXD81LL13333","16",21678474,23676895
"BXD","BXD81LL13333","16",40574747,40795101
"BXD","BXD81LL13333","16",74889132,74899336
"BXD","BXD81LL13333","18",27595373,30584152
"BXD","BXD81LL13333","18",69991057,70015804
"BXD","BXD81LL13333","19",15065595,15090072
"BXD","BXD81LL13333","19",21623758,21664119
"BXD","BXD81LL13333","19",23913354,23918688
"BXD","BXD81LL13333","19",45007216,45016968
"BXD","BXD81LL13333","19",52617496,52636795
"BXD","BXD81LL13333","19",54744268,54850135
"BXD","BXD81LL13333","19",56074504,56077548
"BXD","BXD81LL13333","19",58639693,58760691
"BXD","BXD81LL13333","2",69447536,69494911
"BXD","BXD81LL13333","2",169943206,170032403
"BXD","BXD81LL13333","2",170233415,170729276
"BXD","BXD81LL13333","2",171089564,171196096
"BXD","BXD81LL13333","2",173086146,173282504
"BXD","BXD81LL13333","2",173688162,178310390
"BXD","BXD81LL13333","3",5343027,5796693
"BXD","BXD81LL13333","3",27956523,28039469
"BXD","BXD81LL13333","4",33835025,34056894
"BXD","BXD81LL13333","4",62087138,62311189
"BXD","BXD81LL13333","5",5365278,5401888
"BXD","BXD81LL13333","5",14060221,14230751
"BXD","BXD81LL13333","5",52731526,52883319
"BXD","BXD81LL13333","5",53960385,54003208
"BXD","BXD81LL13333","5",66925361,67027327
"BXD","BXD81LL13333","5",76608934,76759571
"BXD","BXD81LL13333","5",143123216,143596276
"BXD","BXD81LL13333","6",6008832,7905562
"BXD","BXD81LL13333","6",12681596,12746974
"BXD","BXD81LL13333","6",37726443,37804984
"BXD","BXD81LL13333","6",54347642,54415152
"BXD","BXD81LL13333","6",96940225,96969201
"BXD","BXD81LL13333","6",120991033,121254261
"BXD","BXD81LL13333","7",17663578,17720997
"BXD","BXD81LL13333","7",90716021,90781411
"BXD","BXD81LL13333","7",141367748,142031772
"BXD","BXD81LL13333","8",120904597,129091675
"BXD","BXD81LL13333","9",14214886,22658504
"BXD","BXD81LL13333","9",73756858,73954623
"BXD","BXD81LL13333","9",114377916,115433905
"BXD","BXD81LL13333","X",11344498,12248680
"BXD","BXD81LL13333","X",41678629,44785211
"BXD","BXD81LL13333","X",50688139,51356438
"BXD","BXD81LL13333","X",105728043,110823383
"BXD","BxD82","1",36555211,36620936
"BXD","BxD82","1",170082270,172465413
"BXD","BxD82","1",185398359,185404457
"BXD","BxD82","1",189904915,190070809
"BXD","BxD82","1",190870556,190960235
"BXD","BxD82","10",20569042,27299375
"BXD","BxD82","10",45532638,46354125
"BXD","BxD82","10",46609117,67279385
"BXD","BxD82","10",102829740,102835412
"BXD","BxD82","10",110402783,110510889
"BXD","BxD82","10",115302846,115319737
"BXD","BxD82","11",13018248,13574420
"BXD","BxD82","11",24079156,24346293
"BXD","BxD82","11",24381798,24386319
"BXD","BxD82","11",48065800,50214873
"BXD","BxD82","11",72283801,72314144
"BXD","BxD82","12",31940483,34890142
"BXD","BxD82","12",94782475,94988274
"BXD","BxD82","12",99154246,99208161
"BXD","BxD82","13",10360372,16195770
"BXD","BxD82","13",37411890,39401123
"BXD","BxD82","13",42834309,44580488
"BXD","BxD82","13",81309324,81950947
"BXD","BxD82","13",93930674,93966841
"BXD","BxD82","13",104699228,104735825
"BXD","BxD82","14",24379039,31800378
"BXD","BxD82","14",101839949,103950789
"BXD","BxD82","14",118247912,118934754
"BXD","BxD82","15",29154854,29164822
"BXD","BxD82","15",37392169,38292802
"BXD","BxD82","15",55326291,62055347
"BXD","BxD82","15",68413486,68653029
"BXD","BxD82","15",72171859,72183054
"BXD","BxD82","15",74078547,74078671
"BXD","BxD82","15",82874791,82931729
"BXD","BxD82","16",10789798,10816659
"BXD","BxD82","17",78930334,79316923
"BXD","BxD82","17",85333319,86266796
"BXD","BxD82","17",92378760,92543807
"BXD","BxD82","18",34174404,34329222
"BXD","BxD82","18",49526109,49616584
"BXD","BxD82","18",58562655,65334618
"BXD","BxD82","18",66476543,66488168
"BXD","BxD82","18",67519419,67544450
"BXD","BxD82","18",68344752,68357061
"BXD","BxD82","18",69000901,69019225
"BXD","BxD82","19",52861540,52938442
"BXD","BxD82","19",54302475,54388126
"BXD","BxD82","2",19779142,19789514
"BXD","BxD82","2",57221143,57512264
"BXD","BxD82","2",60692110,60795131
"BXD","BxD82","2",70614312,73133185
"BXD","BxD82","2",101635576,101669303
"BXD","BxD82","2",125160609,125166596
"BXD","BxD82","2",136269800,136271565
"BXD","BxD82","2",149804750,150484637
"BXD","BxD82","2",168781650,168804367
"BXD","BxD82","2",169701301,169722846
"BXD","BxD82","2",170233415,170729276
"BXD","BxD82","2",173086146,173282504
"BXD","BxD82","2",173688162,178310390
"BXD","BxD82","3",9335875,9413742
"BXD","BxD82","3",9565088,9983631
"BXD","BxD82","3",33640527,33653096
"BXD","BxD82","3",58963719,61022379
"BXD","BxD82","3",81892145,82055130
"BXD","BxD82","3",123096923,125310864
"BXD","BxD82","3",130075912,130178725
"BXD","BxD82","4",66119435,69716146
"BXD","BxD82","4",124591576,124841413
"BXD","BxD82","4",148913164,148915596
"BXD","BxD82","5",80329046,81685658
"BXD","BxD82","5",119257657,119384570
"BXD","BxD82","6",25143653,25198668
"BXD","BxD82","6",62157603,63737053
"BXD","BxD82","6",106299283,106328545
"BXD","BxD82","7",5963093,10935936
"BXD","BxD82","7",24883801,25022023
"BXD","BxD82","7",57569652,57576247
"BXD","BxD82","7",96115427,96123706
"BXD","BxD82","7",102974309,102975319
"BXD","BxD82","7",124151625,124308076
"BXD","BxD82","7",125825979,125850043
"BXD","BxD82","7",127394843,136179207
"BXD","BxD82","8",11279406,14481189
"BXD","BxD82","8",29903347,30114404
"BXD","BxD82","8",35873205,35888967
"BXD","BxD82","8",74240711,74263672
"BXD","BxD82","8",93601115,93614296
"BXD","BxD82","8",119891248,120161890
"BXD","BxD82","9",29752643,31141712
"BXD","BxD82","9",59978023,59978427
"BXD","BxD82","9",99644059,99646116
"BXD","BxD82","9",105919824,105936070
"BXD","BxD82","9",114377916,115433905
"BXD","BxD82","X",44785213,45011397
"BXD","BxD83","1",27305208,27321155
"BXD","BxD83","1",37623221,37689292
"BXD","BxD83","1",89547838,89583028
"BXD","BxD83","1",94241068,94252429
"BXD","BxD83","1",141934732,147048800
"BXD","BxD83","1",156379284,156390738
"BXD","BxD83","1",190870556,190960235
"BXD","BxD83","10",20569042,27299375
"BXD","BxD83","10",108194132,109853750
"BXD","BxD83","10",114024167,114517736
"BXD","BxD83","11",50357822,50401129
"BXD","BxD83","11",59059452,61138928
"BXD","BxD83","11",89874910,89897073
"BXD","BxD83","11",100702288,100942502
"BXD","BxD83","11",116831245,116850139
"BXD","BxD83","12",10834523,10943472
"BXD","BxD83","12",13288268,14333464
"BXD","BxD83","12",78191592,81069516
"BXD","BxD83","12",105723944,105845130
"BXD","BxD83","13",54715399,54946285
"BXD","BxD83","13",116556768,116663478
"BXD","BxD83","14",20574047,20602921
"BXD","BxD83","14",33764829,33772603
"BXD","BxD83","14",37384222,40010048
"BXD","BxD83","14",60168086,60248568
"BXD","BxD83","15",74078673,77742987
"BXD","BxD83","15",88081277,88248120
"BXD","BxD83","15",96975009,97206693
"BXD","BxD83","16",15522963,19883171
"BXD","BxD83","16",29340271,31607998
"BXD","BxD83","16",60320160,60329186
"BXD","BxD83","16",63733397,63752713
"BXD","BxD83","16",92665821,92993891
"BXD","BxD83","18",15408258,16451999
"BXD","BxD83","18",31960990,32001398
"BXD","BxD83","18",57409097,57419201
"BXD","BxD83","18",58562655,65334618
"BXD","BxD83","18",73257443,73635022
"BXD","BxD83","18",85748050,85934473
"BXD","BxD83","19",10728652,10788814
"BXD","BxD83","19",30746428,30877437
"BXD","BxD83","19",41957033,41987014
"BXD","BxD83","19",52617496,52636795
"BXD","BxD83","19",54744268,54850135
"BXD","BxD83","19",57257780,57283797
"BXD","BxD83","19",58639693,58760691
"BXD","BxD83","3",50960940,52857203
"BXD","BxD83","3",129185530,129200387
"BXD","BxD83","3",138679905,138712135
"BXD","BxD83","3",148728334,148843251
"BXD","BxD83","3",150473418,150497563
"BXD","BxD83","4",9208407,9344626
"BXD","BxD83","4",45946152,45953768
"BXD","BxD83","4",46523496,46868137
"BXD","BxD83","4",89134612,90696001
"BXD","BxD83","4",118954126,119054425
"BXD","BxD83","5",18382111,18412513
"BXD","BxD83","5",32629171,33888208
"BXD","BxD83","5",37230541,38918404
"BXD","BxD83","5",53257267,53282001
"BXD","BxD83","5",116844224,116937740
"BXD","BxD83","5",119257657,119384570
"BXD","BxD83","5",139209618,139818451
"BXD","BxD83","6",14310523,15371101
"BXD","BxD83","6",28190793,28665962
"BXD","BxD83","6",68900984,71019819
"BXD","BxD83","6",86065534,86168161
"BXD","BxD83","6",87506837,88527002
"BXD","BxD83","6",94809228,94960267
"BXD","BxD83","6",116847503,116893021
"BXD","BxD83","7",5963093,10935936
"BXD","BxD83","7",114793068,118823605
"BXD","BxD83","7",136720693,136986830
"BXD","BxD83","8",25406374,25489898
"BXD","BxD83","8",42463227,44456509
"BXD","BxD83","8",130340663,130347711
"BXD","BxD83","9",34808713,34866565
"BXD","BxD83","9",41642135,41666850
"BXD","BxD83","9",50091031,50170216
"BXD","BxD83","9",68126763,68191984
"BXD","BxD83","9",113907959,114337754
"BXD","BxD83","X",45998839,46584800
"BXD","BxD83","X",105728043,110823383
"BXD","BxD83","X",137616462,147904666
"BXD","BxD84","1",15934089,15971419
"BXD","BxD84","1",25588284,25669735
"BXD","BxD84","1",59196628,59435975
"BXD","BxD84","1",92540825,93001661
"BXD","BxD84","1",174763442,174790138
"BXD","BxD84","1",178135394,180775868
"BXD","BxD84","10",46609117,56034585
"BXD","BxD84","10",78478603,81520273
"BXD","BxD84","10",121498880,122405637
"BXD","BxD84","11",19908113,20547223
"BXD","BxD84","11",27935148,27991548
"BXD","BxD84","11",42773292,42823446
"BXD","BxD84","11",47388820,47930883
"BXD","BxD84","11",62746363,62886982
"BXD","BxD84","11",63114485,64552416
"BXD","BxD84","11",109280149,111022476
"BXD","BxD84","12",31940483,34890142
"BXD","BxD84","12",35675475,35704642
"BXD","BxD84","13",37411890,39401123
"BXD","BxD84","13",42834309,44580488
"BXD","BxD84","13",51786792,52833952
"BXD","BxD84","13",59449430,59453968
"BXD","BxD84","13",106904523,106966289
"BXD","BxD84","13",118718868,120073696
"BXD","BxD84","14",24379039,31800378
"BXD","BxD84","14",40603070,40623964
"BXD","BxD84","14",55328768,55359896
"BXD","BxD84","14",62139758,62154877
"BXD","BxD84","14",91333112,94101064
"BXD","BxD84","14",100094115,100130870
"BXD","BxD84","15",26846364,28203275
"BXD","BxD84","16",23789764,26422254
"BXD","BxD84","16",43995535,44227032
"BXD","BxD84","16",60978162,61403132
"BXD","BxD84","16",63843858,63862956
"BXD","BxD84","17",8037390,8380606
"BXD","BxD84","17",55848280,57233172
"BXD","BxD84","18",58562655,65334618
"BXD","BxD84","18",71188772,71213821
"BXD","BxD84","18",74583200,74646811
"BXD","BxD84","18",82547161,84686236
"BXD","BxD84","19",37927489,37942695
"BXD","BxD84","19",53084578,53181920
"BXD","BxD84","2",30531372,30864997
"BXD","BxD84","2",35053517,35957195
"BXD","BxD84","2",44198423,44334979
"BXD","BxD84","2",68682798,69141259
"BXD","BxD84","2",76329795,79182583
"BXD","BxD84","2",160991498,161516665
"BXD","BxD84","2",173688162,178310390
"BXD","BxD84","3",18600131,18609117
"BXD","BxD84","3",41888674,41965840
"BXD","BxD84","3",58963719,61022379
"BXD","BxD84","3",75847124,75863403
"BXD","BxD84","3",144262529,144337964
"BXD","BxD84","3",151045566,151070023
"BXD","BxD84","4",135929149,135998315
"BXD","BxD84","4",152788270,153308077
"BXD","BxD84","5",18648052,20532161
"BXD","BxD84","5",23810469,23826177
"BXD","BxD84","5",76322728,76339684
"BXD","BxD84","5",139209618,139818451
"BXD","BxD84","6",17523257,17545166
"BXD","BxD84","6",33026837,34438083
"BXD","BxD84","6",48759036,48872488
"BXD","BxD84","6",91416860,91743988
"BXD","BxD84","6",116772784,116847501
"BXD","BxD84","6",140119514,143881207
"BXD","BxD84","7",25192420,26362930
"BXD","BxD84","7",77175092,77651350
"BXD","BxD84","7",81483063,81509637
"BXD","BxD84","7",85473936,85494898
"BXD","BxD84","7",141367748,142031772
"BXD","BxD84","7",144966455,145055383
"BXD","BxD84","7",151031524,151631045
"BXD","BxD84","8",16988600,17033699
"BXD","BxD84","8",79990796,82984005
"BXD","BxD84","9",25029974,29748080
"BXD","BxD84","9",37150065,37316907
"BXD","BxD84","9",49084449,49129830
"BXD","BxD84","9",74397708,74405428
"BXD","BxD84","9",94781579,94805165
"BXD","BxD84","9",107595067,107624400
"BXD","BxD84","X",56339293,56488674
"BXD","BxD84","X",61868818,66486070
"BXD","BxD85","1",37623221,37689292
"BXD","BxD85","1",38644648,38802498
"BXD","BxD85","1",65203140,65210123
"BXD","BxD85","1",101749770,101786510
"BXD","BxD85","1",135781105,135872159
"BXD","BxD85","10",19953723,19959827
"BXD","BxD85","10",20569042,27299375
"BXD","BxD85","10",43717118,45532636
"BXD","BxD85","10",78478603,81520273
"BXD","BxD85","11",76848179,81992100
"BXD","BxD85","11",97840227,97876506
"BXD","BxD85","11",101256866,101475307
"BXD","BxD85","12",30116377,30125080
"BXD","BxD85","12",31940483,34890142
"BXD","BxD85","12",35246453,35333655
"BXD","BxD85","12",54608158,55695069
"BXD","BxD85","12",103889186,103917510
"BXD","BxD85","12",113773711,114388137
"BXD","BxD85","13",54715399,54946285
"BXD","BxD85","13",58288369,58825896
"BXD","BxD85","13",87419049,87569666
"BXD","BxD85","13",107873387,108024336
"BXD","BxD85","14",34039927,34560174
"BXD","BxD85","14",47116849,47155083
"BXD","BxD85","14",54956012,54961361
"BXD","BxD85","14",78750346,78755510
"BXD","BxD85","15",98880702,100462521
"BXD","BxD85","16",23789764,26422254
"BXD","BxD85","16",43995535,44227032
"BXD","BxD85","17",8037390,8380606
"BXD","BxD85","17",47708596,47781253
"BXD","BxD85","17",64922100,65424787
"BXD","BxD85","17",69360349,70520416
"BXD","BxD85","17",76726769,76816780
"BXD","BxD85","17",91160353,91166341
"BXD","BxD85","18",15408258,16451999
"BXD","BxD85","18",24043343,24320392
"BXD","BxD85","18",74072533,74112185
"BXD","BxD85","19",37927489,37942695
"BXD","BxD85","19",53224127,53456279
"BXD","BxD85","19",58639693,58760691
"BXD","BxD85","19",61194448,61242939
"BXD","BxD85","2",52977662,52995321
"BXD","BxD85","2",54910624,54944830
"BXD","BxD85","2",63410861,63714322
"BXD","BxD85","2",76329795,79182583
"BXD","BxD85","2",97943610,98077435
"BXD","BxD85","2",101272106,101538973
"BXD","BxD85","2",166991686,167207468
"BXD","BxD85","2",167388897,168261798
"BXD","BxD85","2",169943206,170032403
"BXD","BxD85","2",170233415,170729276
"BXD","BxD85","2",173688162,178310390
"BXD","BxD85","3",50960940,52857203
"BXD","BxD85","3",54694418,54746318
"BXD","BxD85","3",69874282,69957386
"BXD","BxD85","3",117207225,118219207
"BXD","BxD85","4",9075277,9183050
"BXD","BxD85","4",21609730,22306517
"BXD","BxD85","4",46523496,46868137
"BXD","BxD85","4",154148094,154178466
"BXD","BxD85","5",18648052,20532161
"BXD","BxD85","5",42308372,42336588
"BXD","BxD85","5",50908607,52731524
"BXD","BxD85","5",57954337,58007014
"BXD","BxD85","5",115018919,115049333
"BXD","BxD85","6",18349978,23192012
"BXD","BxD85","6",48759036,48872488
"BXD","BxD85","6",94809228,94960267
"BXD","BxD85","6",148546940,148554807
"BXD","BxD85","7",53704985,56232434
"BXD","BxD85","7",73596057,73602914
"BXD","BxD85","7",123274409,123308558
"BXD","BxD85","7",127394843,136179207
"BXD","BxD85","8",16988600,17033699
"BXD","BxD85","8",46649264,58244117
"BXD","BxD85","8",63889001,63955779
"BXD","BxD85","8",98198482,98286282
"BXD","BxD85","8",120904597,125813824
"BXD","BxD85","8",126576713,127751982
"BXD","BxD85","9",25029974,29748080
"BXD","BxD85","9",105919824,105936070
"BXD","BxD85","9",114377916,115433905
"BXD","BxD85","X",90945247,98197449
"BXD","BxD86","1",92069588,92540823
"BXD","BxD86","1",141934732,147048800
"BXD","BxD86","10",94339290,96212099
"BXD","BxD86","10",106913109,106922204
"BXD","BxD86","11",26225218,26270896
"BXD","BxD86","11",63114485,64552416
"BXD","BxD86","11",104460145,104503742
"BXD","BxD86","11",109280149,111022476
"BXD","BxD86","12",12608673,12635234
"BXD","BxD86","12",85117958,86264365
"BXD","BxD86","12",113773711,114388137
"BXD","BxD86","13",10360372,16195770
"BXD","BxD86","13",22385487,23189085
"BXD","BxD86","13",51786792,52833952
"BXD","BxD86","13",77979825,78016243
"BXD","BxD86","13",78020437,78020542
"BXD","BxD86","13",89813258,90072634
"BXD","BxD86","14",37384222,40010048
"BXD","BxD86","14",47596706,47598082
"BXD","BxD86","14",65227276,65300510
"BXD","BxD86","14",69405879,71052173
"BXD","BxD86","14",118247912,118934754
"BXD","BxD86","15",14214284,14250573
"BXD","BxD86","15",14697179,18958107
"BXD","BxD86","15",29793504,31323251
"BXD","BxD86","15",33525942,37392167
"BXD","BxD86","15",54262846,54406464
"BXD","BxD86","15",65996422,67820989
"BXD","BxD86","15",95990202,96011495
"BXD","BxD86","16",26422256,27062966
"BXD","BxD86","16",29340271,31607998
"BXD","BxD86","16",59677776,59731133
"BXD","BxD86","16",66394248,66740985
"BXD","BxD86","16",73096968,73451697
"BXD","BxD86","16",74100015,74113722
"BXD","BxD86","17",31603238,31610071
"BXD","BxD86","17",76240730,76281801
"BXD","BxD86","17",90779233,90801724
"BXD","BxD86","18",56192881,56246810
"BXD","BxD86","18",57409097,57419201
"BXD","BxD86","18",58562655,65334618
"BXD","BxD86","19",32789886,32817108
"BXD","BxD86","19",48030812,48041258
"BXD","BxD86","19",48829905,48971001
"BXD","BxD86","19",53588361,53833310
"BXD","BxD86","19",61194448,61242939
"BXD","BxD86","2",17837133,17880482
"BXD","BxD86","2",43395000,43424072
"BXD","BxD86","2",160991498,161516665
"BXD","BxD86","2",179043639,179051675
"BXD","BxD86","3",8842773,9071138
"BXD","BxD86","3",57573974,57613293
"BXD","BxD86","3",57807102,58297873
"BXD","BxD86","3",126976439,127012271
"BXD","BxD86","3",135220089,135229712
"BXD","BxD86","3",135230058,135358554
"BXD","BxD86","3",154722214,154789373
"BXD","BxD86","4",84285813,84403031
"BXD","BxD86","4",105119303,105178309
"BXD","BxD86","4",107905396,108192240
"BXD","BxD86","4",124591576,124841413
"BXD","BxD86","5",14060221,14230751
"BXD","BxD86","5",15877631,15973288
"BXD","BxD86","5",53257267,53282001
"BXD","BxD86","5",76608934,76759571
"BXD","BxD86","5",96889017,97068985
"BXD","BxD86","5",100199618,100230581
"BXD","BxD86","5",116980801,117027453
"BXD","BxD86","5",133025855,133538653
"BXD","BxD86","5",139209618,139818451
"BXD","BxD86","5",143878532,144333119
"BXD","BxD86","6",17918270,17922617
"BXD","BxD86","6",97923416,97949359
"BXD","BxD86","6",103174792,103759328
"BXD","BxD86","6",111083889,111250224
"BXD","BxD86","6",113996830,114049019
"BXD","BxD86","6",122729125,123650315
"BXD","BxD86","6",127884851,127931065
"BXD","BxD86","6",133817533,133827985
"BXD","BxD86","6",137654236,138357664
"BXD","BxD86","7",26709111,27088275
"BXD","BxD86","7",144881689,144881898
"BXD","BxD86","7",151031524,151631045
"BXD","BxD86","8",16673837,16694358
"BXD","BxD86","8",78014248,78205575
"BXD","BxD86","8",88432259,88447412
"BXD","BxD86","9",14214886,22658504
"BXD","BxD86","9",41642135,41666850
"BXD","BxD86","9",53863583,54018705
"BXD","BxD86","9",68008822,68126761
"BXD","BxD86","9",81186310,81281342
"BXD","BxD86","9",94638862,94670960
"BXD","BxD86","9",116669447,119212344
"BXD","BxD86","X",136332278,137616460
"BXD","BxD86","X",150079520,150137380
"BXD","BXD87.RwwJ","1",37623221,37689292
"BXD","BXD87.RwwJ","1",96419820,96519847
"BXD","BXD87.RwwJ","1",135053192,135070976
"BXD","BXD87.RwwJ","1",170082270,172465413
"BXD","BXD87.RwwJ","1",186146985,186175634
"BXD","BXD87.RwwJ","1",190870556,190960235
"BXD","BXD87.RwwJ","10",20569042,27299375
"BXD","BXD87.RwwJ","10",110402783,110510889
"BXD","BXD87.RwwJ","10",110972296,111051849
"BXD","BXD87.RwwJ","10",121077731,121085304
"BXD","BXD87.RwwJ","10",126603614,126611871
"BXD","BXD87.RwwJ","11",19745314,19865601
"BXD","BXD87.RwwJ","11",42580411,42615338
"BXD","BXD87.RwwJ","11",63114485,64552416
"BXD","BXD87.RwwJ","11",72983871,73080738
"BXD","BXD87.RwwJ","11",90649015,94499649
"BXD","BXD87.RwwJ","11",96348731,96373311
"BXD","BXD87.RwwJ","11",109280149,111022476
"BXD","BXD87.RwwJ","12",30116377,30125080
"BXD","BXD87.RwwJ","12",56184414,56538916
"BXD","BXD87.RwwJ","12",111657569,111691349
"BXD","BXD87.RwwJ","12",113773711,114388137
"BXD","BXD87.RwwJ","12",117899828,117915685
"BXD","BXD87.RwwJ","13",54715399,54946285
"BXD","BXD87.RwwJ","13",59573527,59700468
"BXD","BXD87.RwwJ","13",104699228,104735825
"BXD","BXD87.RwwJ","13",110931412,111048042
"BXD","BXD87.RwwJ","13",117148106,117178465
"BXD","BXD87.RwwJ","14",24379039,31800378
"BXD","BXD87.RwwJ","14",56219265,56220984
"BXD","BXD87.RwwJ","14",59730342,59895660
"BXD","BXD87.RwwJ","15",55313914,55326289
"BXD","BXD87.RwwJ","15",73265537,73300921
"BXD","BXD87.RwwJ","15",100462523,102123837
"BXD","BXD87.RwwJ","16",77577448,77593213
"BXD","BXD87.RwwJ","16",86510086,87700271
"BXD","BXD87.RwwJ","16",87738594,88033027
"BXD","BXD87.RwwJ","16",91073026,91096489
"BXD","BXD87.RwwJ","17",30012746,30015006
"BXD","BXD87.RwwJ","17",32769380,33249958
"BXD","BXD87.RwwJ","17",85333319,86266796
"BXD","BXD87.RwwJ","18",36235301,36265759
"BXD","BXD87.RwwJ","18",58562655,65334618
"BXD","BXD87.RwwJ","18",70196630,70535376
"BXD","BXD87.RwwJ","18",76931540,76959450
"BXD","BXD87.RwwJ","18",78389639,81684595
"BXD","BXD87.RwwJ","19",27606069,30053910
"BXD","BXD87.RwwJ","19",37173025,37536837
"BXD","BXD87.RwwJ","19",44659502,44662934
"BXD","BXD87.RwwJ","19",52861540,52938442
"BXD","BXD87.RwwJ","2",35053517,35957195
"BXD","BXD87.RwwJ","2",65626003,65646997
"BXD","BXD87.RwwJ","2",70614312,73133185
"BXD","BXD87.RwwJ","2",74358063,74945983
"BXD","BXD87.RwwJ","2",93675242,93819286
"BXD","BXD87.RwwJ","2",113256778,113286109
"BXD","BXD87.RwwJ","2",160991498,161516665
"BXD","BXD87.RwwJ","2",173688162,178310390
"BXD","BXD87.RwwJ","3",15243711,15283226
"BXD","BXD87.RwwJ","3",54694418,54746318
"BXD","BXD87.RwwJ","3",56261336,56363779
"BXD","BXD87.RwwJ","3",97477475,98090359
"BXD","BXD87.RwwJ","3",128995132,129185528
"BXD","BXD87.RwwJ","4",7825077,7910691
"BXD","BXD87.RwwJ","4",9538503,9571534
"BXD","BXD87.RwwJ","4",23212065,29187596
"BXD","BXD87.RwwJ","4",107364266,107578163
"BXD","BXD87.RwwJ","4",126155092,126370508
"BXD","BXD87.RwwJ","4",129769349,131555156
"BXD","BXD87.RwwJ","4",140788278,140801877
"BXD","BXD87.RwwJ","4",150480768,150509437
"BXD","BXD87.RwwJ","5",43386561,43567476
"BXD","BXD87.RwwJ","5",44510173,44558337
"BXD","BXD87.RwwJ","5",53960385,54003208
"BXD","BXD87.RwwJ","5",119257657,119384570
"BXD","BXD87.RwwJ","6",17566706,17619444
"BXD","BXD87.RwwJ","6",33026837,34438083
"BXD","BXD87.RwwJ","6",116847503,116893021
"BXD","BXD87.RwwJ","7",56699013,56703606
"BXD","BXD87.RwwJ","7",76545880,76663233
"BXD","BXD87.RwwJ","7",78282639,78526711
"BXD","BXD87.RwwJ","7",81306180,81371427
"BXD","BXD87.RwwJ","7",90716021,90781411
"BXD","BXD87.RwwJ","7",125825979,125850043
"BXD","BXD87.RwwJ","7",127394843,136179207
"BXD","BXD87.RwwJ","7",151031524,151631045
"BXD","BXD87.RwwJ","8",22999522,23004523
"BXD","BXD87.RwwJ","9",68686843,68735709
"BXD","BXD87.RwwJ","9",84989202,85010951
"BXD","BXD87.RwwJ","9",122838926,123850157
"BXD","BXD87.RwwJ","X",45998839,46584800
"BXD","BXD87.RwwJ","X",90945247,98197449
"BXD","BXD87.RwwJ","X",111883597,112063031
"BXD","BXD87.RwwJ","X",134541559,134557316
"BXD","BXD87.RwwJ","X",158414345,159825193
"BXD","BxD88N5LL13824","1",17315374,17532118
"BXD","BxD88N5LL13824","1",35230765,35241530
"BXD","BxD88N5LL13824","1",42424441,43231236
"BXD","BxD88N5LL13824","1",46953643,46965039
"BXD","BxD88N5LL13824","1",99684116,99958651
"BXD","BxD88N5LL13824","1",148529118,148536134
"BXD","BxD88N5LL13824","1",154261812,154342117
"BXD","BxD88N5LL13824","1",159964388,159973893
"BXD","BxD88N5LL13824","1",172465415,172970024
"BXD","BxD88N5LL13824","1",178135394,180775868
"BXD","BxD88N5LL13824","10",18953100,18972723
"BXD","BxD88N5LL13824","10",20569042,27299375
"BXD","BxD88N5LL13824","11",90513883,90546474
"BXD","BxD88N5LL13824","11",103578809,103591173
"BXD","BxD88N5LL13824","12",72767859,76050540
"BXD","BxD88N5LL13824","12",77502484,78191590
"BXD","BxD88N5LL13824","13",32336397,32393523
"BXD","BxD88N5LL13824","13",108278435,108329330
"BXD","BxD88N5LL13824","13",113588928,113684693
"BXD","BxD88N5LL13824","13",118718868,120073696
"BXD","BxD88N5LL13824","14",112382825,113961575
"BXD","BxD88N5LL13824","14",115741184,116112730
"BXD","BxD88N5LL13824","14",118247912,118934754
"BXD","BxD88N5LL13824","14",119580790,119751274
"BXD","BxD88N5LL13824","15",4324785,7117979
"BXD","BxD88N5LL13824","15",71299014,71389011
"BXD","BxD88N5LL13824","15",74078673,77742987
"BXD","BxD88N5LL13824","15",100462523,102123837
"BXD","BxD88N5LL13824","17",9775428,9959428
"BXD","BxD88N5LL13824","17",16459633,16480304
"BXD","BxD88N5LL13824","17",72439803,72449326
"BXD","BxD88N5LL13824","17",76240730,76281801
"BXD","BxD88N5LL13824","18",58562655,65334618
"BXD","BxD88N5LL13824","18",78389639,81684595
"BXD","BxD88N5LL13824","19",59512817,59530364
"BXD","BxD88N5LL13824","2",8021040,11707491
"BXD","BxD88N5LL13824","2",14316679,17800747
"BXD","BxD88N5LL13824","2",17880484,18118824
"BXD","BxD88N5LL13824","2",43780304,43810267
"BXD","BxD88N5LL13824","2",66134254,66178227
"BXD","BxD88N5LL13824","2",135705803,135953691
"BXD","BxD88N5LL13824","2",173688162,178310390
